mapping_key,group_identity,channel_app_id,raw_language_scope,scope_label_non_authoritative,exact_raw_token,exact_raw_token_utf8_base64,exact_raw_token_sha256,book_frequency,occurrence_count,carrier_book_count,representative_book_ids_json,final_disposition,decision_source,consensus_tier,review_confidence,reason,risk
5f42632b1500fef9c3fbed34fbaf621e3c863212c54986f7946a430e1c2dcb27,2c0b2ad5a09b17f00e2214b588e0d54392dc7d893a2185d049f17d558a2e7b8a,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Xuanhuan,WHVhbmh1YW4=,2df2c7c65851681ab61711f88eced8e0be05c839de0e597560480aac9257278a,4,4,4,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""186771912\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""4\\\\\\\""]\\\"",[\\\""string\\\"",\\\""西语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""186772876\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""4\\\\\\\""]\\\"",[\\\""string\\\"",\\\""西语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5535151\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""4\\\\\\\""]\\\"",[\\\""string\\\"",\\\""西语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""959688\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""4\\\\\\\""]\\\"",[\\\""string\\\"",\\\""西语\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.45,罗马化「玄幻」在非中文scope系统性失真：本scope书证为CEO言情/芭蕾重生/县令穿越混装，与玄幻无关；同字符串结论不得跨scope复制,B: 按书证给modern-romance类目标；C: eastern-fantasy（字面）
2eb256d2e530f7f20d3f186a029f7b9e93d519a955f76ad0705a5908efb97d83,c0814b24c4c825007d7debfe8f72a0bddc9483b9daa390d26f0d1495a3517da8,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Fantaisie,RmFudGFpc2ll,8ae8082a8f51693e30f9c3c8b132a42d8ca437113df24d330ea895374f15c9f3,47,47,47,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5538975\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""690431179\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""690431177\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""617632879\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""396057372\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""314440612\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""186191007\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.5,奇幻纯度约1/3（魔典/Omegaverse拍卖），且含露骨乱伦情色（LE GODE DE MA FILLE）——挂fantasy会带入严重噪声,A/C: fantasy（A自flag 3/5命中）
14991c059e9dc86bfa3201d1121c09a815355213639d2927eede11fa42fe49ed,fe0a990cf8e9c38bdef02c4b5a00f48d70b312bba296cd18bacccb72b1f911c9,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Histoire,SGlzdG9pcmU=,7c574fe25d60550a761cfd7c2e3a1c46b8656913a9f26bb72dac406bf8774229,49,49,49,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""1040466282\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""1040466275\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""980308089\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""912179494\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""856511608\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""405744708\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""405744709\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.45,法语Histoire兼「历史/故事」二义，49本书证0历史设定（狼人/离婚/高定谋杀），实为通用故事桶,C: historical-romance（字面，被书证反证）
0f66949f1c491611d2da34cced0b4fcf940ec174a572240af4a16598916ee4ff,d71eb78ece1031bdd4c171531f65b26ef69048e23738072550ef3c813b5c270e,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Horreur,SG9ycmV1cg==,f4e6ed48bcb9b71397210becffc699c7063a8101506e4e98c030c9b26e5618b9,21,21,21,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""452909412\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""422764806\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""367268026\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""302573922\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""281526567\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.47,书证为洪水背叛/子宫窃取/车库秘密等暗黑复仇言情，非恐怖类型（同token在阿语scope反而是真鬼屋——locale级投放差异）,B/C: NEW horror（字面）
2d730fa1cfb7b026a027912a79fc9eae2d18ad09100921aabe3304a3dd49d61e,3872369b56840eaa6ac2d1b4427d374dc57ecd8427ca0f154a69303f4021746a,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Sci-Fi,U2NpLUZp,19437ff645c91301b0b42fe80a79b09a57e8e8b45fb6c74699bdadc0bd88257a,15,15,15,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""760415646\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""692952905\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""405744713\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""175118657\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""168455108\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.5,仅约1/3科幻（末日未来/Exo10），混入包办婚姻言情与魔法奇幻,A/C: science-fiction（纯度不足）
031efdbb9f32122a5ef0bb5e87f307ef65a1f7ceb83b2b62834f4b6ee32f945b,8ed5e81dee7405a24a5c1f9b468a6f713730eb07644e6730fc6ee7c07ef260f3,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Xuanhuan,WHVhbmh1YW4=,2df2c7c65851681ab61711f88eced8e0be05c839de0e597560480aac9257278a,7,7,7,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""172442704\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""168361657\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""168455123\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""168455133\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""168455140\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""6\\\\\\\""]\\\"",[\\\""string\\\"",\\\""法语\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.5,7/7书证为二次机会/重生复仇言情，零玄幻——罗马化标签在法语scope完全失真,B: rebirth 0.96（书证支持最强的替代方案，若Owner接受反字面映射可采）；C: eastern-fantasy（字面）
7bbb8b8b7fc60791364a44ff894ee89dd143d994541b1aee6158c803512f5620,f8bcc2d62c24d272bedffe31d368ca774a3b61d61100f071f95cfc35a4563be5,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",ID,Fantasi,RmFudGFzaQ==,af21c404fea75e4b30bb434c15d64d87cf145e56491184a3f50dae19de8c83fe,41,41,41,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""567063414\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453506966\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453507013\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453507016\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5576618\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5576788\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5573973\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.42,4/4 HUMAN_REVIEW；交叉验证确认为来源侧脏数据：41本中书证几乎全为出轨复仇言情，仅零星奇幻(Dewa Alkemis)；同概念词在西/俄/葡scope正常——本scope投放错位,SOURCE_BUCKET_SEMANTICALLY_DIRTY
ee566514bef665cf9ecdc663daa3e0f6e5f6c6e2b9b32d2044cdf94993d28e97,3dde2c88367ec499d2f3297b679192ccd6461eee44e72c770f8bda5e61e4feb8,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",ID,Horor,SG9yb3I=,cae5c2d98a042f07b361e9ff74e08c9a93941676bef846b93f479ce2933427c6,19,19,19,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453506972\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453507021\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453507049\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5575989\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5575031\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.5,约半数为印尼民俗恐怖（Pesugihan借灵敛财/Genderuwo鬼胎/隐形丈夫）、半数复仇言情——存在真实恐怖子集但整桶不纯；若horror上线可book级过滤回收,B/C: NEW horror（整桶挂入会带~50%噪声）
9f051634a75bd120280870865af75a23a882b0f2d54b6b30db442b847aae8fbe,867b8ab8c5fbcda1f06caf82d0dcf0728668e8e66cdc5a1bde5d0e8c2b85976e,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",ID,Sejarah,U2VqYXJhaA==,2eda975c27e379935d83f49b9b822a9d014be86f7690b07da8fe64327539b0fa,3,3,3,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""319033213\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5541960\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""5533886\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.42,4/4 HUMAN_REVIEW；交叉验证确认为来源侧脏数据：3本中仅1本历史向(Cachtice血腥伯爵夫人),SOURCE_BUCKET_SEMANTICALLY_DIRTY
0f3585b59173018157b81a66e3320b6162df9d799e95408fa49132cad8f10c60,45e4252650b1600c4c5edb231eaa5e7b408e5739cf1d19f3c42faba4fd4cbf72,changdu-app,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",ID,xuanhuan,eHVhbmh1YW4=,c8d3285f701a02fc912481fa545c59c21a73174c3e436e00bcb3742813033c31,17,17,17,"[""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""980308081\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""980308080\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453507012\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453506974\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]"",""[\""LANE_B_BOOK_ID_V1\"",\""[\\\""string\\\"",\\\""changdu-app\\\""]\"",\""[\\\""number\\\"",\\\""453506983\\\""]\"",\""[\\\""RAW_LANGUAGE_SCOPE_V1\\\"",\\\""[\\\\\\\""number\\\\\\\"",\\\\\\\""11\\\\\\\""]\\\"",[\\\""string\\\"",\\\""印尼\\\""]]\""]""]",DEFER_SOURCE_DIRTY,CROSS_REVIEW_FINAL,TIER_5_SOURCE_DIRTY,0.45,罗马化「玄幻」失真桶：书证为替嫁总裁/离婚复合/现代婚恋，与玄幻无关；同scope中文「玄幻奇幻」正常工作，证明此桶是另一套分类的错投,B: modern-romance（按书证）；C: eastern-fantasy（按字面）
