mapping_key,parent_mapping_key,raw_language_scope,scope_label,exact_raw_token,book_frequency,A_decision,A_target,A_confidence,B_decision,B_target,B_confidence,C_decision,C_target,C_confidence,D_decision,D_target,D_confidence,decision_vote_pattern,target_vote_pattern,consensus_tier,final_verdict,final_target,final_target_canonical_id,final_confidence,evidence_basis,minority_reason,owner_review_required
5323c809e8288cc036c01e79b873bcb606dc04474f29cfea3da1f3f97a2ad0e6,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",AR,古代言情,1,HUMAN_REVIEW,HUMAN_REVIEW,0.4,HUMAN_REVIEW,HUMAN_REVIEW,0.18,HUMAN_REVIEW,HUMAN_REVIEW,0.5,HUMAN_REVIEW,HUMAN_REVIEW,0.38,4HUMAN_REVIEW,HUMAN_REVIEW×4,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.42,4/4 HUMAN_REVIEW；交叉验证确认为来源侧脏数据：f=1，唯一书证为黑手党救赎（中文标签泄漏进阿语scope）,,false
75a6d3266504f7fc84f02ff09cd3efb32d9d4812e8b9de89e6d8ed6d3c9e1444,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",AR,女频,44,MAP_EXISTING,female-audience,0.93,MAP_EXISTING,female-audience,0.99,MAP_EXISTING,female-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3MAP_EXISTING+1IGNORE_NON_CONTENT,female-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_MAP,female-audience,ct-v1-female-audience,0.95,A/B/C一致映射；audience已是119正式facet（ct-v1-female-audience存在），书证全为女性向,D: IGNORE（视为运营二分旗——但artifact已建audience facet，忽略反而丢失已建模维度）,false
5f2fdb0935f23f22bcfa8c3234e814bbf9aa47710b7dd7d9ae05870f0e618eaa,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""10\""]"",[""string"",""阿拉伯语""]]",AR,男频,2,NEW_CANONICAL,NEW:male-audience,0.8,NEW_CANONICAL,NEW:male-audience,0.98,NEW_CANONICAL,NEW:male-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3NEW_CANONICAL+1IGNORE_NON_CONTENT,NEW:male-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_NEW_CANONICAL,NEW:male-audience,,0.92,A/B/C提出同一概念；119只有female-audience无对称男性向入口，8217本可进女性向而1684本男频书无入口，结构性不对称,D: IGNORE（主张女频男频同进同退；若Owner不扩audience则两者一并IGNORE）,false
3d76c987a6642c94058403a5cfe2d62119bfa445ab6b776bb600b4c68c764ab5,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Abenteuer,1,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.68,HUMAN_REVIEW,HUMAN_REVIEW,0.3,HUMAN_REVIEW,HUMAN_REVIEW,0.4,HUMAN_REVIEW,HUMAN_REVIEW,0.44,3HUMAN_REVIEW+1IGNORE_NON_CONTENT,HUMAN_REVIEW×3; IGNORE_NON_CONTENT×1,TIER_5_SOURCE_DIRTY,ACCEPT_IGNORE,,,0.68,Adventure家族=男频侧fallback桶（共现几乎100%男频），无任何稳定内容语义：唯一书证为狼人世界；与Others同性质，按非内容桶关闭。四家一致反对映射adventure,B/C/D: HUMAN_REVIEW；A: IGNORE——交叉验证后采A（共现+跨10个scope的系统性证据已足够）,false
f56bbcba38ccdddb1f2264cd6e5e9ce3eaf84e6fcf69d0dcd401df8c61000b68,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Fantasie,1,MAP_EXISTING,fantasy,0.7,HUMAN_REVIEW,HUMAN_REVIEW,0.28,MAP_EXISTING,fantasy,0.8,HUMAN_REVIEW,HUMAN_REVIEW,0.5,2MAP_EXISTING+2HUMAN_REVIEW,fantasy×2; HUMAN_REVIEW×2,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.45,f=1，唯一书证无法确认奇幻机制,A/C: fantasy（字面）,false
2507c35e8d7b3a7b66c6f2410eca3d57fd4910c273130c5332f6807b163ed1d5,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Horror,1,NEW_CANONICAL,NEW:horror,0.8,NEW_CANONICAL,NEW:horror,0.96,NEW_CANONICAL,NEW:horror,0.88,HUMAN_REVIEW,HUMAN_REVIEW,0.47,3NEW_CANONICAL+1HUMAN_REVIEW,NEW:horror×3; HUMAN_REVIEW×1,TIER_2_GOOD,ACCEPT_NEW_CANONICAL,NEW:horror,,0.8,A/B/C提出同一horror概念；本scope书证干净：人相食末世恐怖；suspense无法承载恐惧体验检索,D: HUMAN_REVIEW（对全部Horror键一刀切0.47——对本scope过度保守）,false
089d068d26f8012f0aa6aeb28c93c57187491e0983c17b531d48b5f928c7795f,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Jugend,2,MAP_EXISTING,young-adult,0.85,MAP_EXISTING,young-adult,0.91,MAP_EXISTING,young-adult,0.85,MAP_EXISTING,young-adult,0.78,4MAP_EXISTING,young-adult×4,TIER_1_STRONG,ACCEPT_MAP,young-adult,ct-v1-young-adult,0.85,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
be5d1e08f2a00eede82b4d9c725fe34b273948e821c944229774a4c156d03410,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Mafia,6,MAP_EXISTING,mafia,0.93,MAP_EXISTING,mafia,0.92,MAP_EXISTING,mafia,0.9,MAP_EXISTING,mafia,0.84,4MAP_EXISTING,mafia×4,TIER_1_STRONG,ACCEPT_MAP,mafia,ct-v1-mafia,0.9,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
9e8be4e3bdb31e4b32d4ba523413066ead19263059ef4a537c739124c2c2436b,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Milliardäre,12,MAP_EXISTING,wealthy-ceo,0.93,MAP_EXISTING,wealthy-ceo,0.93,MAP_EXISTING,wealthy-ceo,0.9,MAP_EXISTING,wealthy-ceo,0.93,4MAP_EXISTING,wealthy-ceo×4,TIER_1_STRONG,ACCEPT_MAP,wealthy-ceo,ct-v1-wealthy-ceo,0.92,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
e93d6b2a00c66a9f4f193e1c98fec133caf2815ed8e6120911b3d2c5860b8507,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Modern,76,MAP_EXISTING,modern-romance,0.9,MAP_EXISTING,modern-romance,0.95,MAP_EXISTING,contemporary-setting,0.85,MAP_EXISTING,modern-romance,0.9,4MAP_EXISTING,modern-romance×3; contemporary-setting×1,TIER_3_TARGET_CONFLICT,ACCEPT_MAP,modern-romance,ct-v1-modern-romance,0.88,女频共现~100%，书证全为现代豪门婚恋/复仇言情；modern-romance为检索等价入口,C: contemporary-setting（setting facet字面映射，不错但检索价值低）,false
ee776106a3693c3767d7915911b35059c3d581cdca4d9f6d5e7d96a1f19f727c,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Romantik,46,MAP_EXISTING,romance,0.9,MAP_EXISTING,romance,0.95,MAP_EXISTING,romance,0.9,MAP_EXISTING,romance,0.95,4MAP_EXISTING,romance×4,TIER_1_STRONG,ACCEPT_MAP,romance,ct-v1-romance,0.93,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
532c3bc7c08d8e99b676b3a4a43f67f8b25d4bea96026b2735bdabcfdad79425,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,Werwolf,26,MAP_EXISTING,werewolf,0.95,MAP_EXISTING,werewolf,0.96,MAP_EXISTING,werewolf,0.9,MAP_EXISTING,werewolf,0.95,4MAP_EXISTING,werewolf×4,TIER_1_STRONG,ACCEPT_MAP,werewolf,ct-v1-werewolf,0.94,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
bf222e9199ef8bf94538a2f1f840f8b40aee14c68cb82d50ba7fc9032867b829,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,女频,167,MAP_EXISTING,female-audience,0.93,MAP_EXISTING,female-audience,0.99,MAP_EXISTING,female-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3MAP_EXISTING+1IGNORE_NON_CONTENT,female-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_MAP,female-audience,ct-v1-female-audience,0.95,A/B/C一致映射；audience已是119正式facet（ct-v1-female-audience存在），书证全为女性向,D: IGNORE（视为运营二分旗——但artifact已建audience facet，忽略反而丢失已建模维度）,false
408b07ece14759ed92e24289f7d711c0e6ce55d702a6fdd45b8bdd5ffa601152,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",DE,男频,4,NEW_CANONICAL,NEW:male-audience,0.8,NEW_CANONICAL,NEW:male-audience,0.98,NEW_CANONICAL,NEW:male-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3NEW_CANONICAL+1IGNORE_NON_CONTENT,NEW:male-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_NEW_CANONICAL,NEW:male-audience,,0.92,A/B/C提出同一概念；119只有female-audience无对称男性向入口，8217本可进女性向而1684本男频书无入口，结构性不对称,D: IGNORE（主张女频男频同进同退；若Owner不扩audience则两者一并IGNORE）,false
eed52de2e4d9d69c2385bb3dd3e6fd43c6795621fd5909d2fdc409f9d310b876,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Adventure,235,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.8,HUMAN_REVIEW,HUMAN_REVIEW,0.55,HUMAN_REVIEW,HUMAN_REVIEW,0.4,HUMAN_REVIEW,HUMAN_REVIEW,0.44,3HUMAN_REVIEW+1IGNORE_NON_CONTENT,HUMAN_REVIEW×3; IGNORE_NON_CONTENT×1,TIER_5_SOURCE_DIRTY,ACCEPT_IGNORE,,,0.8,Adventure家族=男频侧fallback桶（共现几乎100%男频），无任何稳定内容语义：200/235男频+35图书目录条目，内容从狼医生到情色合集完全异质；与Others同性质，按非内容桶关闭。四家一致反对映射adventure,B/C/D: HUMAN_REVIEW；A: IGNORE——交叉验证后采A（共现+跨10个scope的系统性证据已足够）,false
54e4e84588f7b54cb7cdb8f5295a0eadc431cf516dd3a7f964000b06407ace44,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Billionaires,5,MAP_EXISTING,wealthy-ceo,0.92,MAP_EXISTING,wealthy-ceo,0.9,MAP_EXISTING,wealthy-ceo,0.9,MAP_EXISTING,wealthy-ceo,0.93,4MAP_EXISTING,wealthy-ceo×4,TIER_1_STRONG,ACCEPT_MAP,wealthy-ceo,ct-v1-wealthy-ceo,0.91,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
3a5b512d911c1611561ad5d6c3a7b7c1aa07ceb0593a15da87b85465dcc9a745,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Fantasy,67,MAP_EXISTING,fantasy,0.85,MAP_EXISTING,fantasy,0.94,MAP_EXISTING,fantasy,0.8,MAP_EXISTING,fantasy,0.9,4MAP_EXISTING,fantasy×4,TIER_1_STRONG,ACCEPT_MAP,fantasy,ct-v1-fantasy,0.87,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
bf127c2ee96192453eabd2008f69c812b155b43e30d2b0b8af591c729653638e,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,History,32,MAP_EXISTING,historical-romance,0.75,HUMAN_REVIEW,HUMAN_REVIEW,0.55,HUMAN_REVIEW,HUMAN_REVIEW,0.55,HUMAN_REVIEW,HUMAN_REVIEW,0.46,3HUMAN_REVIEW+1MAP_EXISTING,HUMAN_REVIEW×3; historical-romance×1,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.5,约半数西式历史言情（公爵夫人/大萧条），混入兽人奇幻与公版非虚构；且中文用户点「古代言情」预期中式古装——直接挂入会拉宽语义,A: historical-romance 0.75（已自flag西式历史入古言页的风险）,false
38b98238e4744826a870a3de995ea0e183bdb9a2fac6249d669ee4de5ee51c16,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Horror,68,NEW_CANONICAL,NEW:horror,0.72,HUMAN_REVIEW,HUMAN_REVIEW,0.6,NEW_CANONICAL,NEW:horror,0.88,HUMAN_REVIEW,HUMAN_REVIEW,0.47,2NEW_CANONICAL+2HUMAN_REVIEW,NEW:horror×2; HUMAN_REVIEW×2,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.55,68本中约半数真恐怖（house of horrors系列），半数复仇言情（50/68女频）；整桶挂入新horror标签会带约50%噪声——建议book级过滤后回收，暂DEFER,A/C: NEW horror（A自flag 50%噪声）；B/D: HUMAN_REVIEW,true
413bd6c6815f0fee13de19be25fbb83d4dea7eb4191acdc28ba080ca7ac8bc9c,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,LGBT+,79,NEW_CANONICAL,NEW:lgbtq-romance,0.9,NEW_CANONICAL,NEW:lgbtq,0.93,NEW_CANONICAL,NEW:lgbt-plus,0.85,NEW_CANONICAL,NEW:lgbt,0.84,4NEW_CANONICAL,NEW:lgbtq-romance×1; NEW:lgbtq×1; NEW:lgbt-plus×1; NEW:lgbt×1,TIER_1_STRONG,ACCEPT_NEW_CANONICAL,NEW:lgbtq-romance,,0.88,4/4提出同一新概念（slug各异：lgbtq-romance/lgbtq/lgbt-plus/lgbt，语义归一后同一identity）；书证为BL/GL/Omegaverse同性恋爱主线,B对泰语นิยายวาย另提boys-love子概念→归一为alias,false
8934fdda356b60d45102e75ad3cda6a82e434b190367ef6f882af6534ded4acf,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Literature,5,DROP_LOW_VALUE,DROP_LOW_VALUE,0.85,DROP_LOW_VALUE,DROP_LOW_VALUE,0.94,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.95,2DROP_LOW_VALUE+2IGNORE_NON_CONTENT,DROP_LOW_VALUE×2; IGNORE_NON_CONTENT×2,TIER_2_GOOD,ACCEPT_IGNORE,,,0.9,4/4一致按非内容处置（2票DROP/2票IGNORE）：公版目录条目（版权续期表/新几内亚游记），与图书桶同质——统一IGNORE,A/B: DROP_LOW_VALUE（处置等价）,false
7367f4e5b5cdf37ce465cb7901537b27b0942cf048c89d2346e99662f26ff1d2,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Mafia,165,MAP_EXISTING,mafia,0.93,MAP_EXISTING,mafia,0.92,MAP_EXISTING,mafia,0.9,MAP_EXISTING,mafia,0.92,4MAP_EXISTING,mafia×4,TIER_1_STRONG,ACCEPT_MAP,mafia,ct-v1-mafia,0.92,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
6f1ec6853b7ddbd375e8a538c23052e83e6463dafea78eefcf5fafc4b6f4e236,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Modern,40,MAP_EXISTING,modern-romance,0.9,MAP_EXISTING,contemporary-setting,0.88,MAP_EXISTING,contemporary-setting,0.85,MAP_EXISTING,modern-romance,0.9,4MAP_EXISTING,modern-romance×2; contemporary-setting×2,TIER_3_TARGET_CONFLICT,ACCEPT_MAP,contemporary-setting,ct-v1-contemporary-setting,0.75,共现男频40/40（全家族唯一男频Modern桶），书证=弃夫逆袭/赘婿崛起/失落继承人等男频现代文；映射modern-romance会把男频文灌入现代言情页，当代背景(setting)为中性正确入口,A/D: modern-romance（未区分该scope的频道构成）,false
3b12900ba2b03436f2b3307b7670d244c1ac31358e5e3ad80d82c2579e9204b0,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Others,55,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.94,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.94,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
80cbf217e3696ad36e3f3431de1e4d7b42dbb31da772aeb58c69a5bc1a0e113d,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Romance,5,MAP_EXISTING,romance,0.78,HUMAN_REVIEW,HUMAN_REVIEW,0.58,MAP_EXISTING,romance,0.95,MAP_EXISTING,romance,0.9,3MAP_EXISTING+1HUMAN_REVIEW,romance×3; HUMAN_REVIEW×1,TIER_2_GOOD,ACCEPT_MAP,romance,ct-v1-romance,0.78,3/4一致；3/5书证为言情，含2本异常（修仙翻译+公版《少年维特》）,B: HUMAN_REVIEW(0.58),false
4f3fbf6860b6d8a330c8a264c9ab2c797b87d541d12d9701b64babfa71f96e4a,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Sci-fi,63,MAP_EXISTING,science-fiction,0.82,MAP_EXISTING,science-fiction,0.91,MAP_EXISTING,science-fiction,0.88,HUMAN_REVIEW,HUMAN_REVIEW,0.45,3MAP_EXISTING+1HUMAN_REVIEW,science-fiction×3; HUMAN_REVIEW×1,TIER_2_GOOD,ACCEPT_MAP,science-fiction,ct-v1-science-fiction,0.8,3/4一致；书证为星际帝国/外星将军/末日设计师——科幻言情仍具实质科幻设定,D: HUMAN_REVIEW（按《Dump One Loser》书名判言情，但该书为星际设定）,false
